time (s);Kick-scooter;Bicycle <25km;Bicycle <45km;Bicycle cargo;Moped <4kW;Scooter <4kW;Scooter 4-11kW;Motorcycle 4-11kW;Motorcycle 11-35kW;Motorcycle >35kW
1;5.5;5.5;5.5;5.5;0;0;0;0;0;0
2;5.5;5.5;5.5;5.5;0;0;0;0;0;0
3;5.5;5.5;5.5;5.5;0;0;0;0;0;0
4;5.5;5.5;5.5;5.5;0;0;0;0;0;0
5;5.5;5.5;5.5;5.5;0;0;0;0;0;0
6;5.5;5.5;5.5;5.5;0;0;0;0;0;0
7;5.5;5.5;5.5;5.5;0;0;0;0;0;0
8;5.5;5.5;5.5;5.5;0;0;0;0;0;0
9;5.5;5.5;5.5;5.5;0;0;0;0;0;0
10;5.5;5.5;5.5;5.5;0;0;0;0;0;0
11;5.5;5.5;5.5;5.5;0;0;0;0;0;0
12;5.5;5.5;5.5;5.5;0;0;0;0;0;0
13;5.5;5.5;5.5;5.5;0;0;0;0;0;0
14;5.5;5.5;5.5;5.5;0;0;0;0;0;0
15;5.5;5.5;5.5;5.5;0;0;0;0;0;0
16;5.5;5.5;5.5;5.5;0;0;0;0;0;0
17;5.5;5.5;5.5;5.5;0;0;0;0;0;0
18;5.5;5.5;5.5;5.5;0;0;0;0;0;0
19;5.5;5.5;5.5;5.5;0;0;0;0;0;0
20;5.5;5.5;5.5;5.5;0;0;0;0;0;0
21;5.5;5.5;5.5;5.5;0;0;0;0;0;0
22;5.5;5.5;5.5;5.5;1;1;1;1;1;1
23;5.5;5.5;5.5;5.5;2.6;2.6;2.6;2.6;2.6;2.6
24;16.2;16.2;16.2;16.2;4.8;4.8;4.8;4.8;4.8;4.8
25;16.2;16.2;16.2;16.2;7.2;7.2;7.2;7.2;7.2;7.2
26;21.6;21.6;21.6;21.6;9.6;9.6;9.6;9.6;9.6;9.6
27;31.2;31.2;31.2;31.2;12;12;12;12;12;12
28;31.2;31.2;31.2;31.2;14.3;14.3;14.3;14.3;14.3;14.3
29;31.2;31.2;31.2;31.2;16.6;16.6;16.6;16.6;16.6;16.6
30;31.2;31.2;31.2;31.2;18.9;18.9;18.9;18.9;18.9;18.9
31;31.2;31.2;31.2;31.2;21.2;21.2;21.2;21.2;21.2;21.2
32;31.2;31.2;31.2;31.2;23.5;23.5;23.5;23.5;23.5;23.5
33;28.8;28.8;28.8;28.8;25.6;25.6;25.6;25.6;25.6;25.6
34;30.6;30.6;30.6;30.6;27.1;27.1;27.1;27.1;27.1;27.1
35;30.6;30.6;30.6;30.6;28;28;28;28;28;28
36;31.3;31.3;31.3;31.3;28.7;28.7;28.7;28.7;28.7;28.7
37;31.3;31.3;31.3;31.3;29.2;29.2;29.2;29.2;29.2;29.2
38;31.3;31.3;31.3;31.3;29.8;29.8;29.8;29.8;29.8;29.8
39;31.3;31.3;31.3;31.3;30.3;30.3;30.3;30.3;30.4;30.4
40;31.3;31.3;31.3;31.3;29.6;29.6;29.6;29.6;29.6;29.6
41;31.3;31.3;31.3;31.3;28.7;28.7;28.7;28.7;28.7;28.7
42;31.3;31.3;31.3;31.3;27.9;27.9;27.9;27.9;27.9;27.9
43;31.3;31.3;31.3;31.3;27.4;27.4;27.4;27.4;27.5;27.5
44;31.3;31.3;31.3;31.3;27.3;27.3;27.3;27.3;27.3;27.3
45;31.3;31.3;31.3;31.3;27.3;27.3;27.3;27.3;27.4;27.4
46;25.2;25.2;25.2;25.2;27.4;27.4;27.4;27.4;27.5;27.5
47;21.6;21.6;21.6;21.6;27.5;27.5;27.5;27.5;27.6;27.6
48;21.6;21.6;21.6;21.6;27.6;27.6;27.6;27.6;27.6;27.6
49;21.6;21.6;21.6;21.6;27.6;27.6;27.6;27.6;27.6;27.6
50;21.6;21.6;21.6;21.6;27.6;27.6;27.6;27.6;27.7;27.7
51;21.6;21.6;21.6;21.6;27.8;27.8;27.8;27.8;27.8;27.8
52;21.6;21.6;21.6;21.6;28.1;28.1;28.1;28.1;28.1;28.1
53;21.6;21.6;21.6;21.6;28.5;28.5;28.5;28.5;28.6;28.6
54;21.6;21.6;21.6;21.6;28.9;28.9;28.9;28.9;29;29
55;21.6;21.6;21.6;21.6;29.2;29.2;29.2;29.2;29.2;29.2
56;21.6;21.6;21.6;21.6;29.4;29.4;29.4;29.4;29.5;29.5
57;21.6;21.6;21.6;21.6;29.7;29.7;29.7;29.7;29.7;29.7
58;21.6;21.6;21.6;21.6;30;30;30;30;30.1;30.1
59;21.6;21.6;21.6;21.6;30.5;30.5;30.5;30.5;30.5;30.5
60;21.6;21.6;21.6;21.6;30.6;30.6;30.6;30.6;30.7;30.7
61;21.6;21.6;21.6;21.6;29.6;29.6;29.6;29.6;29.7;29.7
62;21.6;21.6;21.6;21.6;26.9;26.9;26.9;26.9;27;27
63;21.6;21.6;21.6;21.6;23;23;23;23;23;23
64;21.6;21.6;21.6;21.6;18.6;18.6;18.6;18.6;18.7;18.7
65;21.6;21.6;21.6;21.6;14.1;14.1;14.1;14.1;14.2;14.2
66;21.6;21.6;21.6;21.6;9.3;9.3;9.3;9.3;9.4;9.4
67;25.7;25.7;25.7;25.7;4.8;4.8;4.8;4.8;4.9;4.9
68;25.7;25.7;25.7;25.7;1.9;1.9;1.9;1.9;2;2
69;25.7;25.7;25.7;25.7;0;0;0;0;0;0
70;25.7;25.7;25.7;25.7;0;0;0;0;0;0
71;25.7;25.7;25.7;25.7;0;0;0;0;0;0
72;25.7;25.7;25.7;25.7;0;0;0;0;0;0
73;25.7;25.7;25.7;25.7;0;0;0;0;0;0
74;26.6;26.6;26.6;26.6;1.7;1.7;1.7;1.7;1.7;1.7
75;26.6;26.6;26.6;26.6;5.8;5.8;5.8;5.8;5.8;5.8
76;26.6;26.6;26.6;26.6;11.8;11.8;11.8;11.8;11.8;11.8
77;26.6;26.6;26.6;26.6;17.3;17.3;17.3;17.3;18.3;18.3
78;26.6;26.6;26.6;26.6;22;22;22;22;24.5;24.5
79;26.6;26.6;26.6;26.6;26.2;26.2;26.2;26.2;29.4;29.4
80;26.6;26.6;26.6;26.6;29.4;29.4;29.4;29.4;32.5;32.5
81;26.6;26.6;26.6;26.6;31.1;31.1;31.1;31.1;34.2;34.2
82;26.6;26.6;26.6;26.6;32.9;32.9;32.9;32.9;34.4;34.4
83;26.6;26.6;26.6;26.6;34.7;34.7;34.7;34.7;34.5;34.5
84;22.2;22.2;22.2;22.2;34.8;34.8;34.8;34.8;34.6;34.6
85;22.2;22.2;22.2;22.2;34.8;34.8;34.8;34.8;34.7;34.7
86;22.2;22.2;22.2;22.2;34.9;34.9;34.9;34.9;34.8;34.8
87;22.2;22.2;22.2;22.2;35.4;35.4;35.4;35.4;35.2;35.2
88;22.2;22.2;22.2;22.2;36.2;36.2;36.2;36.2;36;36
89;22.2;22.2;22.2;22.2;37.1;37.1;37.1;37.1;37;37
90;22.2;22.2;22.2;22.2;38;38;38;38;37.9;37.9
91;22.2;22.2;22.2;22.2;38.7;38.7;38.7;38.7;38.6;38.6
92;22.2;22.2;22.2;22.2;38.9;38.9;38.9;38.9;38.8;38.8
93;22.2;22.2;22.2;22.2;38.9;38.9;38.9;38.9;38.8;38.8
94;22.2;22.2;22.2;22.2;38.8;38.8;38.8;38.8;38.7;38.7
95;22.2;22.2;22.2;22.2;38.5;38.5;38.5;38.5;38.5;38.5
96;22.2;22.2;22.2;22.2;38.1;38.1;38.1;38.1;38;38
97;22.2;22.2;22.2;22.2;37.5;37.5;37.5;37.5;37.4;37.4
98;22.2;22.2;22.2;22.2;37;37;37;37;36.9;36.9
99;22.2;22.2;22.2;22.2;36.7;36.7;36.7;36.7;36.6;36.6
100;22.2;22.2;22.2;22.2;36.5;36.5;36.5;36.5;36.4;36.4
101;22.2;22.2;22.2;22.2;36.5;36.5;36.5;36.5;36.4;36.4
102;22.2;22.2;22.2;22.2;36.6;36.6;36.6;36.6;36.5;36.5
103;22.2;22.2;22.2;22.2;36.8;36.8;36.8;36.8;36.7;36.7
104;22.2;22.2;22.2;22.2;37;37;37;37;36.9;36.9
105;22.2;22.2;22.2;22.2;37.1;37.1;37.1;37.1;37;37
106;22.2;22.2;22.2;22.2;37.3;37.3;37.3;37.3;37.2;37.2
107;22.2;22.2;22.2;22.2;37.4;37.4;37.4;37.4;37.3;37.3
108;22.2;22.2;22.2;22.2;37.5;37.5;37.5;37.5;37.4;37.4
109;22.2;22.2;22.2;22.2;37.4;37.4;37.4;37.4;37.3;37.3
110;22.2;22.2;22.2;22.2;36.9;36.9;36.9;36.9;36.8;36.8
111;22.2;22.2;22.2;22.2;36;36;36;36;35.8;35.8
112;22.2;22.2;22.2;22.2;34.8;34.8;34.8;34.8;34.7;34.7
113;22.2;22.2;22.2;22.2;31.9;31.9;31.9;31.9;31.8;31.8
114;22.2;22.2;22.2;22.2;29;29;29;29;28.9;28.9
115;22.2;22.2;22.2;22.2;26.9;26.9;26.9;26.9;26.7;26.7
116;22.2;22.2;22.2;22.2;24.7;24.7;24.7;24.7;24.6;24.6
117;22.2;22.2;22.2;22.2;25.4;25.4;25.4;25.4;25.2;25.2
118;22.2;22.2;22.2;22.2;26.4;26.4;26.4;26.4;26.2;26.2
119;22.2;22.2;22.2;22.2;27.7;27.7;27.7;27.7;27.6;27.6
120;22.2;22.2;22.2;22.2;29.4;29.4;29.4;29.4;29.2;29.2
121;22.2;22.2;22.2;22.2;31.2;31.2;31.2;31.2;31;31
122;22.2;22.2;22.2;22.2;33;33;33;33;32.8;32.8
123;18;18;18;18;34.4;34.4;34.4;34.4;34.3;34.3
124;18;18;18;18;35.2;35.2;35.2;35.2;35.1;35.1
125;18;18;18;18;35.4;35.4;35.4;35.4;35.3;35.3
126;18;18;18;18;35.2;35.2;35.2;35.2;35.1;35.1
127;18;18;18;18;34.7;34.7;34.7;34.7;34.6;34.6
128;16.7;16.7;16.7;16.7;33.9;33.9;33.9;33.9;33.7;33.7
129;16.7;16.7;16.7;16.7;32.4;32.4;32.4;32.4;32.2;32.2
130;16.7;16.7;16.7;16.7;29.8;29.8;29.8;29.8;29.6;29.6
131;16.7;16.7;16.7;16.7;26.1;26.1;26.1;26.1;26;26
132;16.7;16.7;16.7;16.7;22.1;22.1;22.1;22.1;22;22
133;16.7;16.7;16.7;16.7;18.6;18.6;18.6;18.6;18.5;18.5
134;16.7;16.7;16.7;16.7;16.8;16.8;16.8;16.8;16.6;16.6
135;16.7;16.7;16.7;16.7;17.7;17.7;17.7;17.7;17.6;17.6
136;20.3;20.3;20.3;20.3;21.1;21.1;21.1;21.1;21;21
137;20.3;20.3;20.3;20.3;25.4;25.4;25.4;25.4;25.2;25.2
138;20.3;20.3;20.3;20.3;29.2;29.2;29.2;29.2;29.1;29.1
139;20.3;20.3;20.3;20.3;31.6;31.6;31.6;31.6;31.4;31.4
140;20.3;20.3;20.3;20.3;32.1;32.1;32.1;32.1;31.9;31.9
141;20.3;20.3;20.3;20.3;31.6;31.6;31.6;31.6;31.4;31.4
142;20.3;20.3;20.3;20.3;30.7;30.7;30.7;30.7;30.6;30.6
143;20.3;20.3;20.3;20.3;29.7;29.7;29.7;29.7;29.5;29.5
144;20.3;20.3;20.3;20.3;28.1;28.1;28.1;28.1;28;28
145;20.3;20.3;20.3;20.3;25;25;25;25;24.9;24.9
146;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.2;20.2
147;20.3;20.3;20.3;20.3;15;15;15;15;14.8;14.8
148;20.3;20.3;20.3;20.3;9.7;9.7;9.7;9.7;9.5;9.5
149;20.3;20.3;20.3;20.3;5;5;5;5;4.8;4.8
150;25.2;25.2;25.2;25.2;1.6;1.6;1.6;1.6;1.4;1.4
151;18.8;18.8;18.8;18.8;0;0;0;0;0;0
152;18.8;18.8;18.8;18.8;0;0;0;0;0;0
153;18.8;18.8;18.8;18.8;0;0;0;0;0;0
154;18.8;18.8;18.8;18.8;0;0;0;0;0;0
155;18.8;18.8;18.8;18.8;0;0;0;0;0;0
156;18.8;18.8;18.8;18.8;0;0;0;0;0;0
157;18.8;18.8;18.8;18.8;0;0;0;0;0;0
158;18.8;18.8;18.8;18.8;0;0;0;0;0;0
159;18.8;18.8;18.8;18.8;0;0;0;0;0;0
160;18.8;18.8;18.8;18.8;0;0;0;0;0;0
161;18.8;18.8;18.8;18.8;0;0;0;0;0;0
162;18.8;18.8;18.8;18.8;0;0;0;0;0;0
163;18.8;18.8;18.8;18.8;0;0;0;0;0;0
164;18.8;18.8;18.8;18.8;0;0;0;0;0;0
165;18.8;18.8;18.8;18.8;0;0;0;0;0;0
166;18.8;18.8;18.8;18.8;0;0;0;0;0;0
167;18.8;18.8;18.8;18.8;0;0;0;0;0;0
168;18.8;18.8;18.8;18.8;0;0;0;0;0;0
169;16.4;16.4;16.4;16.4;0;0;0;0;0;0
170;16.4;16.4;16.4;16.4;0;0;0;0;0;0
171;16.4;16.4;16.4;16.4;0;0;0;0;0;0
172;16.4;16.4;16.4;16.4;0;0;0;0;0;0
173;16.4;16.4;16.4;16.4;0;0;0;0;0;0
174;16.4;16.4;16.4;16.4;0;0;0;0;0;0
175;16.4;16.4;16.4;16.4;0;0;0;0;0;0
176;16.4;16.4;16.4;16.4;0;0;0;0;0;0
177;16.4;16.4;16.4;16.4;0;0;0;0;0;0
178;16.4;16.4;16.4;16.4;0;0;0;0;0;0
179;16.4;16.4;16.4;16.4;0;0;0;0;0;0
180;16.4;16.4;16.4;16.4;0;0;0;0;0;0
181;16.4;16.4;16.4;16.4;0;0;0;0;0;0
182;16.4;16.4;16.4;16.4;0;0;0;0;0;0
183;16.4;16.4;16.4;16.4;0;0;0;0;2;2
184;16.4;16.4;16.4;16.4;0;0;0;0;6;6
185;16.4;16.4;16.4;16.4;0.4;0.4;0.4;0.4;12.4;12.4
186;16.4;16.4;16.4;16.4;1.8;1.8;1.8;1.8;21.4;21.4
187;16.4;16.4;16.4;16.4;5.4;5.4;5.4;5.4;30;30
188;16.4;16.4;16.4;16.4;11.1;11.1;11.1;11.1;37.1;37.1
189;16.4;16.4;16.4;16.4;16.7;16.7;16.7;16.7;42.5;42.5
190;16.4;16.4;16.4;16.4;21.3;21.3;21.3;21.3;46.6;46.6
191;16.4;16.4;16.4;16.4;24.8;24.8;24.8;24.8;49.8;49.8
192;16.4;16.4;16.4;16.4;28.4;28.4;28.4;28.4;52.4;52.4
193;16.4;16.4;16.4;16.4;31.8;31.8;31.8;31.8;54.4;54.4
194;16.4;16.4;16.4;16.4;34.6;34.6;34.6;34.6;55.6;55.6
195;16.4;16.4;16.4;16.4;36.3;36.3;36.3;36.3;56.1;56.1
196;16.4;16.4;16.4;16.4;37.8;37.8;37.8;37.8;56.2;56.2
197;16.4;16.4;16.4;16.4;39.6;39.6;39.6;39.6;56.2;56.2
198;16.4;16.4;16.4;16.4;41.3;41.3;41.3;41.3;56.2;56.2
199;16.4;16.4;16.4;16.4;43.3;43.3;43.3;43.3;56.7;56.7
200;16.4;16.4;16.4;16.4;45.1;45.1;45.1;45.1;57.2;57.2
201;16.4;16.4;16.4;16.4;47.5;47.5;47.5;47.5;57.7;57.7
202;16.4;16.4;16.4;16.4;49;49;49;49;58.2;58.2
203;16.4;16.4;16.4;16.4;50;50;50;50;58.7;58.7
204;16.4;16.4;16.4;16.4;49.5;49.5;49.5;49.5;59.3;59.3
205;16.4;16.4;16.4;16.4;48.8;48.8;48.8;48.8;59.8;59.8
206;16.4;16.4;16.4;16.4;47.6;47.6;47.6;47.6;60;60
207;16.4;16.4;16.4;16.4;46.5;46.5;46.5;46.5;60;60
208;16.4;16.4;16.4;16.4;46.1;46.1;46.1;46.1;59.9;59.9
209;16.4;16.4;16.4;16.4;46.1;46.1;46.1;46.1;59.9;59.9
210;16.4;16.4;16.4;16.4;46.6;46.6;46.6;46.6;59.9;59.9
211;16.4;16.4;16.4;16.4;46.9;46.9;46.9;46.9;59.9;59.9
212;16.4;16.4;16.4;16.4;47.2;47.2;47.2;47.2;59.9;59.9
213;16.4;16.4;16.4;16.4;47.8;47.8;47.8;47.8;59.8;59.8
214;16.4;16.4;16.4;16.4;48.4;48.4;48.4;48.4;59.6;59.6
215;16.4;16.4;16.4;16.4;48.9;48.9;48.9;48.9;59.1;59.1
216;16.4;16.4;16.4;16.4;49.2;49.2;49.2;49.2;57.1;57.1
217;16.4;16.4;16.4;16.4;49.6;49.6;49.6;49.6;53.2;53.2
218;16.4;16.4;16.4;16.4;49.9;49.9;49.9;49.9;48.3;48.3
219;16.4;16.4;16.4;16.4;50;50;50;50;43.9;43.9
220;16.4;16.4;16.4;16.4;49.8;49.8;49.8;49.8;40.3;40.3
221;16.4;16.4;16.4;16.4;49.5;49.5;49.5;49.5;39.5;39.5
222;16.4;16.4;16.4;16.4;49.2;49.2;49.2;49.2;41.3;41.3
223;16.4;16.4;16.4;16.4;49.3;49.3;49.3;49.3;45.2;45.2
224;16.4;16.4;16.4;16.4;49.4;49.4;49.4;49.4;50.1;50.1
225;16.4;16.4;16.4;16.4;49.4;49.4;49.4;49.4;53.7;53.7
226;16.4;16.4;16.4;16.4;48.6;48.6;48.6;48.6;55.8;55.8
227;16.4;16.4;16.4;16.4;47.8;47.8;47.8;47.8;55.8;55.8
228;16.4;16.4;16.4;16.4;47;47;47;47;54.7;54.7
229;16.4;16.4;16.4;16.4;46.9;46.9;46.9;46.9;53.3;53.3
230;16.4;16.4;16.4;16.4;46.6;46.6;46.6;46.6;52.3;52.3
231;16.4;16.4;16.4;16.4;46.6;46.6;46.6;46.6;52;52
232;16.4;16.4;16.4;16.4;46.6;46.6;46.6;46.6;52.1;52.1
233;16.4;16.4;16.4;16.4;46.9;46.9;46.9;46.9;51.8;51.8
234;16.4;16.4;16.4;16.4;46.4;46.4;46.4;46.4;50.8;50.8
235;16.4;16.4;16.4;16.4;45.6;45.6;45.6;45.6;49.2;49.2
236;16.4;16.4;16.4;16.4;44.4;44.4;44.4;44.4;47.5;47.5
237;16.4;16.4;16.4;16.4;43.5;43.5;43.5;43.5;45.7;45.7
238;16.4;16.4;16.4;16.4;43.2;43.2;43.2;43.2;43.9;43.9
239;16.4;16.4;16.4;16.4;43.3;43.3;43.3;43.3;42;42
240;16.4;16.4;16.4;16.4;43.7;43.7;43.7;43.7;40.2;40.2
241;16.4;16.4;16.4;16.4;43.9;43.9;43.9;43.9;38.3;38.3
242;16.4;16.4;16.4;16.4;43.8;43.8;43.8;43.8;36.4;36.4
243;16.4;16.4;16.4;16.4;43;43;43;43;34.6;34.6
244;16.4;16.4;16.4;16.4;40.9;40.9;40.9;40.9;32.7;32.7
245;16.4;16.4;16.4;16.4;36.9;36.9;36.9;36.9;30.6;30.6
246;16.4;16.4;16.4;16.4;32.1;32.1;32.1;32.1;28.1;28.1
247;16.4;16.4;16.4;16.4;26.6;26.6;26.6;26.6;25.5;25.5
248;16.4;16.4;16.4;16.4;21.8;21.8;21.8;21.8;23.1;23.1
249;16.4;16.4;16.4;16.4;17.2;17.2;17.2;17.2;21.2;21.2
250;16.4;16.4;16.4;16.4;13.7;13.7;13.7;13.7;19.5;19.5
251;16.4;16.4;16.4;16.4;10.3;10.3;10.3;10.3;17.8;17.8
252;16.4;16.4;16.4;16.4;7;7;7;7;15.3;15.3
253;16.4;16.4;16.4;16.4;3.5;3.5;3.5;3.5;11.5;11.5
254;16.4;16.4;16.4;16.4;0;0;0;0;7.2;7.2
255;16.4;16.4;16.4;16.4;0;0;0;0;2.5;2.5
256;16.4;16.4;16.4;16.4;0;0;0;0;0;0
257;16.4;16.4;16.4;16.4;0;0;0;0;0;0
258;16.4;16.4;16.4;16.4;0;0;0;0;0;0
259;16.4;16.4;16.4;16.4;0;0;0;0;0;0
260;16.4;16.4;16.4;16.4;0;0;0;0;0;0
261;16.4;16.4;16.4;16.4;0;0;0;0;0;0
262;16.4;16.4;16.4;16.4;0;0;0;0;0;0
263;16.4;16.4;16.4;16.4;0;0;0;0;0;0
264;16.4;16.4;16.4;16.4;0;0;0;0;0;0
265;16.4;16.4;16.4;16.4;0;0;0;0;0;0
266;16.4;16.4;16.4;16.4;0;0;0;0;0;0
267;16.4;16.4;16.4;16.4;0.5;0.5;0.5;0.5;0.5;0.5
268;16.4;16.4;16.4;16.4;2.9;2.9;2.9;2.9;2.9;2.9
269;16.4;16.4;16.4;16.4;8.2;8.2;8.2;8.2;8.2;8.2
270;16.4;16.4;16.4;16.4;13.2;13.2;13.2;13.2;13.2;13.2
271;16.4;16.4;16.4;16.4;17.8;17.8;17.8;17.8;17.8;17.8
272;16.4;16.4;16.4;16.4;21.4;21.4;21.4;21.4;21.4;21.4
273;16.4;16.4;16.4;16.4;24.1;24.1;24.1;24.1;24.1;24.1
274;16.4;16.4;16.4;16.4;26.4;26.4;26.4;26.4;26.4;26.4
275;16.4;16.4;16.4;16.4;28.4;28.4;28.4;28.4;28.4;28.4
276;16.4;16.4;16.4;16.4;29.9;29.9;29.9;29.9;29.9;29.9
277;16.4;16.4;16.4;16.4;30.5;30.5;30.5;30.5;30.5;30.5
278;16.4;16.4;16.4;16.4;30.5;30.5;30.5;30.5;30.5;30.5
279;16.4;16.4;16.4;16.4;30.3;30.3;30.3;30.3;30.3;30.3
280;16.4;16.4;16.4;16.4;30.2;30.2;30.2;30.2;30.2;30.2
281;16.4;16.4;16.4;16.4;30.1;30.1;30.1;30.1;30.1;30.1
282;16.4;16.4;16.4;16.4;30.1;30.1;30.1;30.1;30.1;30.1
283;16.4;16.4;16.4;16.4;30.1;30.1;30.1;30.1;30.1;30.1
284;16.4;16.4;16.4;16.4;30.2;30.2;30.2;30.2;30.1;30.1
285;16.4;16.4;16.4;16.4;30.2;30.2;30.2;30.2;30.1;30.1
286;16.4;16.4;16.4;16.4;30.2;30.2;30.2;30.2;30.1;30.1
287;16.4;16.4;16.4;16.4;30.2;30.2;30.2;30.2;30.2;30.2
288;16.4;16.4;16.4;16.4;30.5;30.5;30.5;30.5;30.4;30.4
289;16.4;16.4;16.4;16.4;31;31;31;31;31;31
290;16.4;16.4;16.4;16.4;31.9;31.9;31.9;31.9;31.8;31.8
291;16.4;16.4;16.4;16.4;32.8;32.8;32.8;32.8;32.7;32.7
292;16.4;16.4;16.4;16.4;33.7;33.7;33.7;33.7;33.6;33.6
293;16.4;16.4;16.4;16.4;34.5;34.5;34.5;34.5;34.4;34.4
294;16.4;16.4;16.4;16.4;35.1;35.1;35.1;35.1;35;35
295;16.4;16.4;16.4;16.4;35.5;35.5;35.5;35.5;35.4;35.4
296;16.4;16.4;16.4;16.4;35.6;35.6;35.6;35.6;35.5;35.5
297;16.4;16.4;16.4;16.4;35.4;35.4;35.4;35.4;35.3;35.3
298;16.4;16.4;16.4;16.4;35;35;35;35;34.9;34.9
299;16.4;16.4;16.4;16.4;34;34;34;34;33.9;33.9
300;16.4;16.4;16.4;16.4;32.4;32.4;32.4;32.4;32.4;32.4
301;16.4;16.4;16.4;16.4;30.6;30.6;30.6;30.6;30.6;30.6
302;16.4;16.4;16.4;16.4;29;29;29;29;28.9;28.9
303;16.4;16.4;16.4;16.4;27.8;27.8;27.8;27.8;27.8;27.8
304;16.4;16.4;16.4;16.4;27.2;27.2;27.2;27.2;27.2;27.2
305;16.4;16.4;16.4;16.4;26.9;26.9;26.9;26.9;26.9;26.9
306;16.4;16.4;16.4;16.4;26.5;26.5;26.5;26.5;26.5;26.5
307;16.4;16.4;16.4;16.4;26.1;26.1;26.1;26.1;26.1;26.1
308;16.4;16.4;16.4;16.4;25.7;25.7;25.7;25.7;25.7;25.7
309;16.4;16.4;16.4;16.4;25.5;25.5;25.5;25.5;25.5;25.5
310;16.4;16.4;16.4;16.4;25.7;25.7;25.7;25.7;25.7;25.7
311;16.4;16.4;16.4;16.4;26.4;26.4;26.4;26.4;26.4;26.4
312;16.4;16.4;16.4;16.4;27.3;27.3;27.3;27.3;27.3;27.3
313;16.4;16.4;16.4;16.4;28.1;28.1;28.1;28.1;28.1;28.1
314;16.4;16.4;16.4;16.4;27.9;27.9;27.9;27.9;27.9;27.9
315;16.4;16.4;16.4;16.4;26;26;26;26;26;26
316;16.4;16.4;16.4;16.4;22.7;22.7;22.7;22.7;22.7;22.7
317;16.4;16.4;16.4;16.4;19;19;19;19;19;19
318;16.4;16.4;16.4;16.4;16;16;16;16;16;16
319;16.4;16.4;16.4;16.4;14.6;14.6;14.6;14.6;14.6;14.6
320;16.4;16.4;16.4;16.4;15.2;15.2;15.2;15.2;15.2;15.2
321;16.4;16.4;16.4;16.4;16.9;16.9;16.9;16.9;16.9;16.9
322;16.4;16.4;16.4;16.4;19.3;19.3;19.3;19.3;19.3;19.3
323;16.4;16.4;16.4;16.4;22;22;22;22;22;22
324;16.4;16.4;16.4;16.4;24.6;24.6;24.6;24.6;24.6;24.6
325;16.4;16.4;16.4;16.4;26.8;26.8;26.8;26.8;26.8;26.8
326;16.4;16.4;16.4;16.4;27.9;27.9;27.9;27.9;27.9;27.9
327;16.4;16.4;16.4;16.4;28;28;28;28;28.1;28.1
328;16.4;16.4;16.4;16.4;27.7;27.7;27.7;27.7;27.7;27.7
329;16.4;16.4;16.4;16.4;27.1;27.1;27.1;27.1;27.2;27.2
330;16.4;16.4;16.4;16.4;26.8;26.8;26.8;26.8;26.8;26.8
331;16.4;16.4;16.4;16.4;26.6;26.6;26.6;26.6;26.6;26.6
332;16.4;16.4;16.4;16.4;26.8;26.8;26.8;26.8;26.8;26.8
333;16.4;16.4;16.4;16.4;27;27;27;27;27;27
334;16.4;16.4;16.4;16.4;27.2;27.2;27.2;27.2;27.2;27.2
335;16.4;16.4;16.4;16.4;27.4;27.4;27.4;27.4;27.4;27.4
336;16.4;16.4;16.4;16.4;27.5;27.5;27.5;27.5;27.6;27.6
337;16.4;16.4;16.4;16.4;27.7;27.7;27.7;27.7;27.7;27.7
338;16.4;16.4;16.4;16.4;27.9;27.9;27.9;27.9;27.9;27.9
339;16.4;16.4;16.4;16.4;28.1;28.1;28.1;28.1;28.1;28.1
340;16.4;16.4;16.4;16.4;28.3;28.3;28.3;28.3;28.3;28.3
341;16.4;16.4;16.4;16.4;28.6;28.6;28.6;28.6;28.6;28.6
342;16.4;16.4;16.4;16.4;29.1;29.1;29.1;29.1;29;29
343;16.4;16.4;16.4;16.4;29.6;29.6;29.6;29.6;29.6;29.6
344;16.4;16.4;16.4;16.4;30.1;30.1;30.1;30.1;30.1;30.1
345;16.4;16.4;16.4;16.4;30.6;30.6;30.6;30.6;30.5;30.5
346;16.4;16.4;16.4;16.4;30.8;30.8;30.8;30.8;30.7;30.7
347;16.4;16.4;16.4;16.4;30.8;30.8;30.8;30.8;30.8;30.8
348;16.4;16.4;16.4;16.4;30.8;30.8;30.8;30.8;30.8;30.8
349;16.4;16.4;16.4;16.4;30.8;30.8;30.8;30.8;30.8;30.8
