time (s);Kick-scooter;Bicycle <25km;Bicycle <45km;Bicycle cargo;Moped <4kW;Scooter <4kW;Scooter 4-11kW;Motorcycle 4-11kW;Motorcycle 11-35kW;Motorcycle >35kW
1146;17.6;17.6;17.6;17.6;0;0;0;0;42.5;75.7
1147;17.6;17.6;17.6;17.6;0;0;0;0;43.3;76.5
1148;17.6;17.6;17.6;17.6;0;0;0;0;44.1;77.3
1149;17.6;17.6;17.6;17.6;0;0;0;0;45;78.2
1150;17.6;17.6;17.6;17.6;0;0;0;0;45.7;78.9
1151;17.6;17.6;17.6;17.6;0;0;0;0;46.2;79.4
1152;17.6;17.6;17.6;17.6;0;0;0;0;46.3;79.6
1153;17.6;17.6;17.6;17.6;0;0;0;0;46.1;79.3
1154;17.6;17.6;17.6;17.6;0;0;0;0;45.6;78.8
1155;19;19;19;19;0;0;0;0;44.9;78.1
1156;19;19;19;19;0;0;0;0;44.4;77.5
1157;19;19;19;19;0;0;0;0;44;77.2
1158;19;19;19;19;0;0;0;0;44;77.2
1159;19;19;19;19;0;0;0;0;44.3;77.5
1160;19;19;19;19;0;0;0;0;44.8;77.9
1161;19;19;19;19;0;0;0;0;45.3;78.5
1162;19;19;19;19;0;0;0;0;45.9;79.1
1163;19;19;19;19;0;0;0;0;46.5;79.6
1164;19;19;19;19;0;0;0;0;46.8;80
1165;19;19;19;19;0;0;0;0;47.1;80.2
1166;19;19;19;19;0;0;0;0;47.1;80.3
1167;19;19;19;19;0;0;0;0;47;80.1
1168;19;19;19;19;0;0;0;0;46.7;79.8
1169;19;19;19;19;0;0;0;0;46.3;79.5
1170;19;19;19;19;0;0;0;0;45.9;79.1
1171;19;19;19;19;0;0;0;0;45.6;78.8
1172;19;19;19;19;0;0;0;0;45.4;78.6
1173;19;19;19;19;0;0;0;0;45.2;78.4
1174;19;19;19;19;0;0;0;0;45.1;78.3
1175;19;19;19;19;0;0;0;0;44.8;78
1176;19;19;19;19;0;0;0;0;43.5;76.7
1177;19;19;19;19;0;0;0;0;40.9;73.7
1178;19;19;19;19;0;0;0;0;38.2;69.5
1179;19;19;19;19;0;0;0;0;35.6;64.8
1180;19;19;19;19;0;0;0;0;33;60.3
1181;19;19;19;19;0;0;0;0;30.4;56.2
1182;19;19;19;19;0;0;0;0;27.7;52.5
1183;19;19;19;19;0;0;0;0;25.1;49
1184;19;19;19;19;0;0;0;0;22.5;45.2
1185;19;19;19;19;0;0;0;0;19.8;40.8
1186;19;19;19;19;0;0;0;0;17.2;35.4
1187;19;19;19;19;0;0;0;0;14.6;29.4
1188;19;19;19;19;0;0;0;0;12;23.4
1189;19;19;19;19;0;0;0;0;9.3;17.7
1190;19;19;19;19;0;0;0;0;6.7;12.6
1191;19;19;19;19;0;0;0;0;4.1;8
1192;19;19;19;19;0;0;0;0;1.5;4.1
1193;19;19;19;19;0;0;0;0;0;1.3
1194;19;19;19;19;0;0;0;0;0;0
1195;19;19;19;19;0;0;0;0;0;0
1196;19;19;19;19;0;0;0;0;0;0
1197;19;19;19;19;0;0;0;0;0;0
1198;19;19;19;19;0;0;0;0;0;0
1199;19;19;19;19;0;0;0;0;0;0
1200;19;19;19;19;0;0;0;0;0;0
1201;19;19;19;19;0;0;0;0;0;0
1202;19;19;19;19;0;0;0;0;0;0
1203;19;19;19;19;0;0;0;0;0;0
1204;19;19;19;19;0;0;0;0;0;0
1205;19;19;19;19;0;0;0;0;0;0
1206;19;19;19;19;0;0;0;0;0;0
1207;19;19;19;19;0;0;0;0;0;0.9
1208;19;19;19;19;0;0;0;0;0;3.2
1209;19;19;19;19;0;0;0;0;0;7.3
1210;19;19;19;19;0;0;0;0;0;12.4
1211;19;19;19;19;0;0;0;0;0;17.9
1212;19;19;19;19;0;0;0;0;0;23.5
1213;19;19;19;19;0;0;0;0;0;29.1
1214;19;19;19;19;0;0;0;0;0;34.3
1215;19;19;19;19;0;0;0;0;0;38.6
1216;19;19;19;19;0;0;0;0;0;41.6
1217;19;19;19;19;0;0;0;0;0;43.9
1218;19;19;19;19;0;0;0;0;0;45.9
1219;19;19;19;19;0;0;0;0;0;48.1
1220;19;19;19;19;0;0;0;0;0;50.3
1221;19;19;19;19;0;0;0;0;0;52.6
1222;19;19;19;19;0;0;0;0;0;54.8
1223;19;19;19;19;0;0;0;0;0;55.8
1224;19;19;19;19;0;0;0;0;0;55.2
1225;19;19;19;19;0;0;0;0;0;53.9
1226;19;19;19;19;0;0;0;0;0;52.7
1227;19;19;19;19;0;0;0;0;0;52.8
1228;19;19;19;19;0;0;0;0;0;55
1229;19;19;19;19;0;0;0;0;0;58.5
1230;19;19;19;19;0;0;0;0;0;62.3
1231;19;19;19;19;0;0;0;0;0;65.7
1232;19;19;19;19;0;0;0;0;0;68.1
1233;19;19;19;19;0;0;0;0;0;69.1
1234;19;19;19;19;0;0;0;0;0;69.5
1235;19;19;19;19;0;0;0;0;0;69.9
1236;19;19;19;19;0;0;0;0;0;70.6
1237;19;19;19;19;0;0;0;0;0;71.3
1238;19;19;19;19;0;0;0;0;0;72.2
1239;19;19;19;19;0;0;0;0;0;72.8
1240;19;19;19;19;0;0;0;0;0;73.2
1241;19;19;19;19;0;0;0;0;0;73.4
1242;19;19;19;19;0;0;0;0;0;73.8
1243;19;19;19;19;0;0;0;0;0;74.8
1244;19;19;19;19;0;0;0;0;0;76.7
1245;19;19;19;19;0;0;0;0;0;79.1
1246;19;19;19;19;0;0;0;0;0;81.1
1247;19;19;19;19;0;0;0;0;0;82.1
1248;19;19;19;19;0;0;0;0;0;81.7
1249;19;19;19;19;0;0;0;0;0;80.3
1250;19;19;19;19;0;0;0;0;0;78.8
1251;19;19;19;19;0;0;0;0;0;77.3
1252;19;19;19;19;0;0;0;0;0;75.9
1253;19;19;19;19;0;0;0;0;0;75
1254;19;19;19;19;0;0;0;0;0;74.7
1255;19;19;19;19;0;0;0;0;0;74.7
1256;19;19;19;19;0;0;0;0;0;74.7
1257;19;19;19;19;0;0;0;0;0;74.6
1258;19;19;19;19;0;0;0;0;0;74.4
1259;19;19;19;19;0;0;0;0;0;74.1
1260;19;19;19;19;0;0;0;0;0;73.9
1261;19;19;19;19;0;0;0;0;0;74.1
1262;19;19;19;19;0;0;0;0;0;75.1
1263;19;19;19;19;0;0;0;0;0;76.8
1264;19;19;19;19;0;0;0;0;0;78.7
1265;19;19;19;19;0;0;0;0;0;80.4
1266;19;19;19;19;0;0;0;0;0;81.7
1267;19;19;19;19;0;0;0;0;0;82.6
1268;19;19;19;19;0;0;0;0;0;83.5
1269;19;19;19;19;0;0;0;0;0;84.4
1270;19;19;19;19;0;0;0;0;0;85.1
1271;19;19;19;19;0;0;0;0;0;85.7
1272;19;19;19;19;0;0;0;0;0;86.3
1273;19;19;19;19;0;0;0;0;0;87
1274;19;19;19;19;0;0;0;0;0;87.9
1275;19;19;19;19;0;0;0;0;0;88.8
1276;19;19;19;19;0;0;0;0;0;89.7
1277;19;19;19;19;0;0;0;0;0;90.3
1278;19;19;19;19;0;0;0;0;0;90.6
1279;19;19;19;19;0;0;0;0;0;90.6
1280;19;19;19;19;0;0;0;0;0;90.5
1281;19;19;19;19;0;0;0;0;0;90.4
1282;19;19;19;19;0;0;0;0;0;90.1
1283;19;19;19;19;0;0;0;0;0;89.7
1284;19;19;19;19;0;0;0;0;0;89.3
1285;19;19;19;19;0;0;0;0;0;89
1286;19;19;19;19;0;0;0;0;0;88.8
1287;19;19;19;19;0;0;0;0;0;88.9
1288;19;19;19;19;0;0;0;0;0;89.1
1289;19;19;19;19;0;0;0;0;0;89.3
1290;19;19;19;19;0;0;0;0;0;89.4
1291;19;19;19;19;0;0;0;0;0;89.4
1292;19;19;19;19;0;0;0;0;0;89.2
1293;19;19;19;19;0;0;0;0;0;88.9
1294;19;19;19;19;0;0;0;0;0;88.5
1295;19;19;19;19;0;0;0;0;0;88
1296;19;19;19;19;0;0;0;0;0;87.5
1297;19;19;19;19;0;0;0;0;0;87.2
1298;19;19;19;19;0;0;0;0;0;87.1
1299;19;19;19;19;0;0;0;0;0;87.2
1300;19;19;19;19;0;0;0;0;0;87.3
1301;19;19;19;19;0;0;0;0;0;87.4
1302;19;19;19;19;0;0;0;0;0;87.5
1303;19;19;19;19;0;0;0;0;0;87.4
1304;19;19;19;19;0;0;0;0;0;87.1
1305;19;19;19;19;0;0;0;0;0;86.8
1306;16.8;16.8;16.8;16.8;0;0;0;0;0;86.4
1307;16.8;16.8;16.8;16.8;0;0;0;0;0;85.9
1308;16.8;16.8;16.8;16.8;0;0;0;0;0;85.2
1309;17.3;17.3;17.3;17.3;0;0;0;0;0;84
1310;17.3;17.3;17.3;17.3;0;0;0;0;0;82.2
1311;17.3;17.3;17.3;17.3;0;0;0;0;0;80.3
1312;17.3;17.3;17.3;17.3;0;0;0;0;0;78.6
1313;17.3;17.3;17.3;17.3;0;0;0;0;0;77.2
1314;17.3;17.3;17.3;17.3;0;0;0;0;0;75.9
1315;17.3;17.3;17.3;17.3;0;0;0;0;0;73.8
1316;17.3;17.3;17.3;17.3;0;0;0;0;0;70.4
1317;17.3;17.3;17.3;17.3;0;0;0;0;0;65.7
1318;17.3;17.3;17.3;17.3;0;0;0;0;0;60.5
1319;17.3;17.3;17.3;17.3;0;0;0;0;0;55.9
1320;17.3;17.3;17.3;17.3;0;0;0;0;0;53
1321;17.3;17.3;17.3;17.3;0;0;0;0;0;51.6
1322;17.3;17.3;17.3;17.3;0;0;0;0;0;50.9
1323;17.3;17.3;17.3;17.3;0;0;0;0;0;50.5
1324;17.3;17.3;17.3;17.3;0;0;0;0;0;50.2
1325;17.3;17.3;17.3;17.3;0;0;0;0;0;50.3
1326;17.3;17.3;17.3;17.3;0;0;0;0;0;50.6
1327;17.3;17.3;17.3;17.3;0;0;0;0;0;51.2
1328;17.3;17.3;17.3;17.3;0;0;0;0;0;51.8
1329;17.3;17.3;17.3;17.3;0;0;0;0;0;52.5
1330;17.3;17.3;17.3;17.3;0;0;0;0;0;53.4
1331;17.3;17.3;17.3;17.3;0;0;0;0;0;54.9
1332;17.3;17.3;17.3;17.3;0;0;0;0;0;57
1333;17.3;17.3;17.3;17.3;0;0;0;0;0;59.4
1334;17.3;17.3;17.3;17.3;0;0;0;0;0;61.9
1335;17.3;17.3;17.3;17.3;0;0;0;0;0;64.3
1336;17.3;17.3;17.3;17.3;0;0;0;0;0;66.4
1337;17.3;17.3;17.3;17.3;0;0;0;0;0;68.1
1338;17.3;17.3;17.3;17.3;0;0;0;0;0;69.6
1339;17.3;17.3;17.3;17.3;0;0;0;0;0;70.7
1340;17.3;17.3;17.3;17.3;0;0;0;0;0;71.4
1341;17.3;17.3;17.3;17.3;0;0;0;0;0;71.8
1342;17.3;17.3;17.3;17.3;0;0;0;0;0;72.8
1343;17.3;17.3;17.3;17.3;0;0;0;0;0;75
1344;17.3;17.3;17.3;17.3;0;0;0;0;0;77.8
1345;17.3;17.3;17.3;17.3;0;0;0;0;0;80.7
1346;17.3;17.3;17.3;17.3;0;0;0;0;0;83.3
1347;17.3;17.3;17.3;17.3;0;0;0;0;0;85.4
1348;17.3;17.3;17.3;17.3;0;0;0;0;0;87.3
1349;17.3;17.3;17.3;17.3;0;0;0;0;0;89.1
1350;17.3;17.3;17.3;17.3;0;0;0;0;0;90.6
1351;17.3;17.3;17.3;17.3;0;0;0;0;0;91.9
1352;17.3;17.3;17.3;17.3;0;0;0;0;0;93.2
1353;17.3;17.3;17.3;17.3;0;0;0;0;0;94.6
1354;17.3;17.3;17.3;17.3;0;0;0;0;0;96
1355;17.3;17.3;17.3;17.3;0;0;0;0;0;97.5
1356;17.3;17.3;17.3;17.3;0;0;0;0;0;99
1357;17.3;17.3;17.3;17.3;0;0;0;0;0;99.8
1358;17.3;17.3;17.3;17.3;0;0;0;0;0;99
1359;17.3;17.3;17.3;17.3;0;0;0;0;0;96.7
1360;17.3;17.3;17.3;17.3;0;0;0;0;0;93.7
1361;17.3;17.3;17.3;17.3;0;0;0;0;0;91.3
1362;17.3;17.3;17.3;17.3;0;0;0;0;0;90.4
1363;17.3;17.3;17.3;17.3;0;0;0;0;0;90.6
1364;17.3;17.3;17.3;17.3;0;0;0;0;0;91.1
1365;17.3;17.3;17.3;17.3;0;0;0;0;0;90.9
1366;17.3;17.3;17.3;17.3;0;0;0;0;0;89
1367;17.3;17.3;17.3;17.3;0;0;0;0;0;85.6
1368;17.3;17.3;17.3;17.3;0;0;0;0;0;81.6
1369;17.3;17.3;17.3;17.3;0;0;0;0;0;77.6
1370;17.3;17.3;17.3;17.3;0;0;0;0;0;73.6
1371;17.3;17.3;17.3;17.3;0;0;0;0;0;69.7
1372;17.3;17.3;17.3;17.3;0;0;0;0;0;66
1373;17.3;17.3;17.3;17.3;0;0;0;0;0;62.7
1374;17.3;17.3;17.3;17.3;0;0;0;0;0;60
1375;17.3;17.3;17.3;17.3;0;0;0;0;0;58
1376;17.3;17.3;17.3;17.3;0;0;0;0;0;56.4
1377;17.3;17.3;17.3;17.3;0;0;0;0;0;54.8
1378;21.4;21.4;21.4;21.4;0;0;0;0;0;53.3
1379;21.4;21.4;21.4;21.4;0;0;0;0;0;51.7
1380;21.4;21.4;21.4;21.4;0;0;0;0;0;50.2
1381;21.4;21.4;21.4;21.4;0;0;0;0;0;48.7
1382;21.4;21.4;21.4;21.4;0;0;0;0;0;47.2
1383;21.4;21.4;21.4;21.4;0;0;0;0;0;47.1
1384;21.4;21.4;21.4;21.4;0;0;0;0;0;47
1385;21.4;21.4;21.4;21.4;0;0;0;0;0;46.9
1386;21.4;21.4;21.4;21.4;0;0;0;0;0;46.6
1387;21.4;21.4;21.4;21.4;0;0;0;0;0;46.3
1388;21.4;21.4;21.4;21.4;0;0;0;0;0;46.1
1389;21.4;21.4;21.4;21.4;0;0;0;0;0;46.1
1390;21.4;21.4;21.4;21.4;0;0;0;0;0;46.5
1391;21.4;21.4;21.4;21.4;0;0;0;0;0;47.1
1392;21.4;21.4;21.4;21.4;0;0;0;0;0;48.1
1393;21.4;21.4;21.4;21.4;0;0;0;0;0;49.8
1394;21.4;21.4;21.4;21.4;0;0;0;0;0;52.2
1395;21.4;21.4;21.4;21.4;0;0;0;0;0;54.8
1396;21.4;21.4;21.4;21.4;0;0;0;0;0;57.3
1397;21.4;21.4;21.4;21.4;0;0;0;0;0;59.5
1398;21.4;21.4;21.4;21.4;0;0;0;0;0;61.7
1399;21.4;21.4;21.4;21.4;0;0;0;0;0;64.4
1400;21.4;21.4;21.4;21.4;0;0;0;0;0;67.7
1401;21.4;21.4;21.4;21.4;0;0;0;0;0;71.4
1402;21.4;21.4;21.4;21.4;0;0;0;0;0;74.9
1403;21.4;21.4;21.4;21.4;0;0;0;0;0;78.2
1404;21.4;21.4;21.4;21.4;0;0;0;0;0;81.1
1405;21.4;21.4;21.4;21.4;0;0;0;0;0;83.9
1406;21.4;21.4;21.4;21.4;0;0;0;0;0;86.6
1407;21.4;21.4;21.4;21.4;0;0;0;0;0;89.1
1408;21.4;21.4;21.4;21.4;0;0;0;0;0;91.6
1409;21.4;21.4;21.4;21.4;0;0;0;0;0;94
1410;21.4;21.4;21.4;21.4;0;0;0;0;0;96.3
1411;21.4;21.4;21.4;21.4;0;0;0;0;0;98.4
1412;21.4;21.4;21.4;21.4;0;0;0;0;0;100.4
1413;21.4;21.4;21.4;21.4;0;0;0;0;0;102.1
1414;21.4;21.4;21.4;21.4;0;0;0;0;0;103.6
1415;21.4;21.4;21.4;21.4;0;0;0;0;0;104.9
1416;21.4;21.4;21.4;21.4;0;0;0;0;0;106.2
1417;21.4;21.4;21.4;21.4;0;0;0;0;0;107.5
1418;21.4;21.4;21.4;21.4;0;0;0;0;0;108.5
1419;21.4;21.4;21.4;21.4;0;0;0;0;0;109.3
1420;21.4;21.4;21.4;21.4;0;0;0;0;0;109.9
1421;21.4;21.4;21.4;21.4;0;0;0;0;0;110.5
1422;21.4;21.4;21.4;21.4;0;0;0;0;0;110.9
1423;21.4;21.4;21.4;21.4;0;0;0;0;0;111.2
1424;21.4;21.4;21.4;21.4;0;0;0;0;0;111.4
1425;21.4;21.4;21.4;21.4;0;0;0;0;0;111.7
1426;21.4;21.4;21.4;21.4;0;0;0;0;0;111.9
1427;21.4;21.4;21.4;21.4;0;0;0;0;0;112.3
1428;21.4;21.4;21.4;21.4;0;0;0;0;0;113
1429;21.4;21.4;21.4;21.4;0;0;0;0;0;114.1
1430;21.4;21.4;21.4;21.4;0;0;0;0;0;115.7
1431;21.4;21.4;21.4;21.4;0;0;0;0;0;117.5
1432;21.4;21.4;21.4;21.4;0;0;0;0;0;119.3
1433;21.4;21.4;21.4;21.4;0;0;0;0;0;121
1434;21.4;21.4;21.4;21.4;0;0;0;0;0;122.2
1435;21.4;21.4;21.4;21.4;0;0;0;0;0;122.9
1436;21.4;21.4;21.4;21.4;0;0;0;0;0;123
1437;21.4;21.4;21.4;21.4;0;0;0;0;0;122.9
1438;21.4;21.4;21.4;21.4;0;0;0;0;0;122.8
1439;21.4;21.4;21.4;21.4;0;0;0;0;0;122.6
1440;21.4;21.4;21.4;21.4;0;0;0;0;0;122.4
1441;21.4;21.4;21.4;21.4;0;0;0;0;0;122.3
1442;21.4;21.4;21.4;21.4;0;0;0;0;0;122.2
1443;21.4;21.4;21.4;21.4;0;0;0;0;0;122.2
1444;21.4;21.4;21.4;21.4;0;0;0;0;0;122.2
1445;21.4;21.4;21.4;21.4;0;0;0;0;0;122.2
1446;21.4;21.4;21.4;21.4;0;0;0;0;0;122.3
1447;21.4;21.4;21.4;21.4;0;0;0;0;0;122.4
1448;21.4;21.4;21.4;21.4;0;0;0;0;0;122.5
1449;21.4;21.4;21.4;21.4;0;0;0;0;0;122.5
1450;21.4;21.4;21.4;21.4;0;0;0;0;0;122.5
1451;21.4;21.4;21.4;21.4;0;0;0;0;0;122.5
1452;21.4;21.4;21.4;21.4;0;0;0;0;0;122.5
1453;21.4;21.4;21.4;21.4;0;0;0;0;0;122.7
1454;21.4;21.4;21.4;21.4;0;0;0;0;0;122.8
1455;21.4;21.4;21.4;21.4;0;0;0;0;0;123
1456;21.4;21.4;21.4;21.4;0;0;0;0;0;123.2
1457;21.4;21.4;21.4;21.4;0;0;0;0;0;123.3
1458;21.4;21.4;21.4;21.4;0;0;0;0;0;123.4
1459;21.4;21.4;21.4;21.4;0;0;0;0;0;123.5
1460;21.4;21.4;21.4;21.4;0;0;0;0;0;123.5
1461;21.4;21.4;21.4;21.4;0;0;0;0;0;123.6
1462;21.4;21.4;21.4;21.4;0;0;0;0;0;123.8
1463;21.4;21.4;21.4;21.4;0;0;0;0;0;124
1464;21.4;21.4;21.4;21.4;0;0;0;0;0;124.2
1465;21.4;21.4;21.4;21.4;0;0;0;0;0;124.5
1466;21.4;21.4;21.4;21.4;0;0;0;0;0;124.7
1467;21.4;21.4;21.4;21.4;0;0;0;0;0;125
1468;21.4;21.4;21.4;21.4;0;0;0;0;0;125.1
1469;21.4;21.4;21.4;21.4;0;0;0;0;0;125.2
1470;21.4;21.4;21.4;21.4;0;0;0;0;0;125.3
1471;21.4;21.4;21.4;21.4;0;0;0;0;0;125.3
1472;21.4;21.4;21.4;21.4;0;0;0;0;0;125.3
1473;21.4;21.4;21.4;21.4;0;0;0;0;0;125.2
1474;21.4;21.4;21.4;21.4;0;0;0;0;0;125
1475;21.4;21.4;21.4;21.4;0;0;0;0;0;124.8
1476;21.4;21.4;21.4;21.4;0;0;0;0;0;124.6
1477;21.4;21.4;21.4;21.4;0;0;0;0;0;124.4
1478;21.4;21.4;21.4;21.4;0;0;0;0;0;124.3
1479;21.4;21.4;21.4;21.4;0;0;0;0;0;123.9
1480;21.4;21.4;21.4;21.4;0;0;0;0;0;123.3
1481;21.4;21.4;21.4;21.4;0;0;0;0;0;122.1
1482;21.4;21.4;21.4;21.4;0;0;0;0;0;120.3
1483;21.4;21.4;21.4;21.4;0;0;0;0;0;118
1484;21.4;21.4;21.4;21.4;0;0;0;0;0;115.5
1485;21.4;21.4;21.4;21.4;0;0;0;0;0;113.2
1486;21.4;21.4;21.4;21.4;0;0;0;0;0;111.2
1487;21.4;21.4;21.4;21.4;0;0;0;0;0;110.1
1488;21.4;21.4;21.4;21.4;0;0;0;0;0;109.7
1489;21.4;21.4;21.4;21.4;0;0;0;0;0;109.8
1490;21.4;21.4;21.4;21.4;0;0;0;0;0;110.1
1491;21.4;21.4;21.4;21.4;0;0;0;0;0;110.4
1492;21.4;21.4;21.4;21.4;0;0;0;0;0;110.7
1493;21.4;21.4;21.4;21.4;0;0;0;0;0;110.9
1494;21.4;21.4;21.4;21.4;0;0;0;0;0;110.9
1495;21.4;21.4;21.4;21.4;0;0;0;0;0;110.8
1496;21.4;21.4;21.4;21.4;0;0;0;0;0;110.7
1497;21.4;21.4;21.4;21.4;0;0;0;0;0;110.4
1498;21.4;21.4;21.4;21.4;0;0;0;0;0;110.1
1499;21.4;21.4;21.4;21.4;0;0;0;0;0;109.9
1500;21.4;21.4;21.4;21.4;0;0;0;0;0;109.8
1501;21.4;21.4;21.4;21.4;0;0;0;0;0;109.9
1502;21.4;21.4;21.4;21.4;0;0;0;0;0;110.2
1503;21.4;21.4;21.4;21.4;0;0;0;0;0;110.4
1504;21.4;21.4;21.4;21.4;0;0;0;0;0;110.7
1505;21.4;21.4;21.4;21.4;0;0;0;0;0;110.7
1506;21.4;21.4;21.4;21.4;0;0;0;0;0;110.3
1507;21.4;21.4;21.4;21.4;0;0;0;0;0;109.3
1508;21.4;21.4;21.4;21.4;0;0;0;0;0;108
1509;21.4;21.4;21.4;21.4;0;0;0;0;0;106.5
1510;21.4;21.4;21.4;21.4;0;0;0;0;0;105.4
1511;21.4;21.4;21.4;21.4;0;0;0;0;0;104.9
1512;21.4;21.4;21.4;21.4;0;0;0;0;0;104.7
1513;21.4;21.4;21.4;21.4;0;0;0;0;0;104.3
1514;21.4;21.4;21.4;21.4;0;0;0;0;0;103.6
1515;14.8;14.8;14.8;14.8;0;0;0;0;0;102.6
1516;14.8;14.8;14.8;14.8;0;0;0;0;0;101.7
1517;14.8;14.8;14.8;14.8;0;0;0;0;0;100.8
1518;14.8;14.8;14.8;14.8;0;0;0;0;0;100.2
1519;14.8;14.8;14.8;14.8;0;0;0;0;0;99.8
1520;14.8;14.8;14.8;14.8;0;0;0;0;0;99.7
1521;14.8;14.8;14.8;14.8;0;0;0;0;0;99.7
1522;14.8;14.8;14.8;14.8;0;0;0;0;0;100
1523;14.8;14.8;14.8;14.8;0;0;0;0;0;100.7
1524;14.8;14.8;14.8;14.8;0;0;0;0;0;101.8
1525;14.8;14.8;14.8;14.8;0;0;0;0;0;103.2
1526;14.8;14.8;14.8;14.8;0;0;0;0;0;104.9
1527;14.8;14.8;14.8;14.8;0;0;0;0;0;106.6
1528;14.8;14.8;14.8;14.8;0;0;0;0;0;108.3
1529;14.8;14.8;14.8;14.8;0;0;0;0;0;109.9
1530;14.8;14.8;14.8;14.8;0;0;0;0;0;111.4
1531;14.8;14.8;14.8;14.8;0;0;0;0;0;112.7
1532;14.8;14.8;14.8;14.8;0;0;0;0;0;113.7
1533;14.8;14.8;14.8;14.8;0;0;0;0;0;114.3
1534;14.8;14.8;14.8;14.8;0;0;0;0;0;114.6
1535;14.8;14.8;14.8;14.8;0;0;0;0;0;115
1536;14.8;14.8;14.8;14.8;0;0;0;0;0;115.4
1537;14.8;14.8;14.8;14.8;0;0;0;0;0;115.8
1538;14.8;14.8;14.8;14.8;0;0;0;0;0;116.2
1539;14.8;14.8;14.8;14.8;0;0;0;0;0;116.5
1540;14.8;14.8;14.8;14.8;0;0;0;0;0;116.6
1541;14.8;14.8;14.8;14.8;0;0;0;0;0;116.7
1542;14.8;14.8;14.8;14.8;0;0;0;0;0;116.8
1543;14.8;14.8;14.8;14.8;0;0;0;0;0;117
1544;14.8;14.8;14.8;14.8;0;0;0;0;0;117.5
1545;14.8;14.8;14.8;14.8;0;0;0;0;0;118.3
1546;14.8;14.8;14.8;14.8;0;0;0;0;0;119.2
1547;14.8;14.8;14.8;14.8;0;0;0;0;0;120.1
1548;14.8;14.8;14.8;14.8;0;0;0;0;0;120.8
1549;14.8;14.8;14.8;14.8;0;0;0;0;0;121.1
1550;14.8;14.8;14.8;14.8;0;0;0;0;0;120.7
1551;14.8;14.8;14.8;14.8;0;0;0;0;0;119
1552;14.8;14.8;14.8;14.8;0;0;0;0;0;116.3
1553;14.8;14.8;14.8;14.8;0;0;0;0;0;113.1
1554;14.8;14.8;14.8;14.8;0;0;0;0;0;110.3
1555;14.8;14.8;14.8;14.8;0;0;0;0;0;109
1556;14.8;14.8;14.8;14.8;0;0;0;0;0;109.4
1557;14.8;14.8;14.8;14.8;0;0;0;0;0;110.4
1558;14.8;14.8;14.8;14.8;0;0;0;0;0;111.3
1559;14.8;14.8;14.8;14.8;0;0;0;0;0;111.5
1560;14.8;14.8;14.8;14.8;0;0;0;0;0;110.1
1561;14.8;14.8;14.8;14.8;0;0;0;0;0;107.4
1562;14.8;14.8;14.8;14.8;0;0;0;0;0;104.4
1563;14.8;14.8;14.8;14.8;0;0;0;0;0;101.8
1564;14.8;14.8;14.8;14.8;0;0;0;0;0;100
1565;14.8;14.8;14.8;14.8;0;0;0;0;0;99.1
1566;14.8;14.8;14.8;14.8;0;0;0;0;0;98.7
1567;14.8;14.8;14.8;14.8;0;0;0;0;0;98.2
1568;14.8;14.8;14.8;14.8;0;0;0;0;0;99
1569;14.8;14.8;14.8;14.8;0;0;0;0;0;100.5
1570;14.8;14.8;14.8;14.8;0;0;0;0;0;102.3
1571;14.8;14.8;14.8;14.8;0;0;0;0;0;103.9
1572;14.8;14.8;14.8;14.8;0;0;0;0;0;105
1573;14.8;14.8;14.8;14.8;0;0;0;0;0;105.8
1574;14.8;14.8;14.8;14.8;0;0;0;0;0;106.5
1575;14.8;14.8;14.8;14.8;0;0;0;0;0;107.1
1576;14.8;14.8;14.8;14.8;0;0;0;0;0;107.7
1577;14.8;14.8;14.8;14.8;0;0;0;0;0;108.4
1578;14.8;14.8;14.8;14.8;0;0;0;0;0;109
1579;14.8;14.8;14.8;14.8;0;0;0;0;0;109.6
1580;14.8;14.8;14.8;14.8;0;0;0;0;0;110.3
1581;14.8;14.8;14.8;14.8;0;0;0;0;0;110.9
1582;14.8;14.8;14.8;14.8;0;0;0;0;0;111.5
1583;14.8;14.8;14.8;14.8;0;0;0;0;0;112
1584;14.8;14.8;14.8;14.8;0;0;0;0;0;112.3
1585;14.8;14.8;14.8;14.8;0;0;0;0;0;112.6
1586;14.8;14.8;14.8;14.8;0;0;0;0;0;112.9
1587;14.8;14.8;14.8;14.8;0;0;0;0;0;113.1
1588;14.8;14.8;14.8;14.8;0;0;0;0;0;113.3
1589;18.7;18.7;18.7;18.7;0;0;0;0;0;113.3
1590;18.7;18.7;18.7;18.7;0;0;0;0;0;113.2
1591;18.7;18.7;18.7;18.7;0;0;0;0;0;113.2
1592;18.7;18.7;18.7;18.7;0;0;0;0;0;113.3
1593;18.7;18.7;18.7;18.7;0;0;0;0;0;113.5
1594;18.7;18.7;18.7;18.7;0;0;0;0;0;113.9
1595;18.7;18.7;18.7;18.7;0;0;0;0;0;114.3
1596;18.7;18.7;18.7;18.7;0;0;0;0;0;114.6
1597;18.7;18.7;18.7;18.7;0;0;0;0;0;114.9
1598;18.7;18.7;18.7;18.7;0;0;0;0;0;115.1
1599;18.7;18.7;18.7;18.7;0;0;0;0;0;115.3
1600;18.7;18.7;18.7;18.7;0;0;0;0;0;115.4
1601;18.7;18.7;18.7;18.7;0;0;0;0;0;115.5
1602;18.7;18.7;18.7;18.7;0;0;0;0;0;115.6
1603;18.7;18.7;18.7;18.7;0;0;0;0;0;115.8
